Property_Type,BHK,Bathrooms,Balcony,Area_SqFt,Locality,City,Price_INR,Property_Age,Floor_Number,Furnished_Status,Metro_Distance,Hospital_Distance,School_Distance,Mall_Distance,Airport_Distance,Crime_Index,Infrastructure_Growth_Score
Super built-up  Area,2.0,2.0,1.0,995.0,Abbigere,Bangalore,4079999.9999999995,17,2,Fully Furnished,1.76,4.05,0.79,9.81,30.14,30,87
Super built-up  Area,2.0,2.0,2.0,1120.0,Mahadevpura,Bangalore,5300000.0,6,5,Unfurnished,8.36,4.99,0.6,2.39,30.17,22,92
Super built-up  Area,2.0,2.0,1.0,1047.0,Bellandur,Bangalore,7500000.0,8,13,Unfurnished,9.62,3.02,1.22,9.06,28.95,19,97
Super built-up  Area,3.0,3.0,3.0,1466.0,Devanahalli,Bangalore,5996000.0,11,6,Fully Furnished,4.27,2.44,2.66,4.06,28.38,25,90
Super built-up  Area,2.0,2.0,2.0,876.0,Chandapura,Bangalore,2847000.0,6,10,Fully Furnished,7.98,2.78,1.58,6.59,32.4,33,91
Super built-up  Area,3.0,3.0,1.0,1659.0,CV Raman Nagar,Bangalore,13500000.0,13,6,Semi-Furnished,8.29,3.21,0.82,5.8,42.07,32,88
Super built-up  Area,2.0,2.0,1.0,1270.0,Whitefield,Bangalore,10500000.0,14,3,Fully Furnished,8.11,0.88,2.45,1.45,31.9,20,93
Super built-up  Area,3.0,2.0,3.0,1269.0,8th Phase JP Nagar,Bangalore,5075000.0,14,12,Unfurnished,8.83,0.82,1.89,7.98,31.12,25,86
Super built-up  Area,2.0,3.0,2.0,1200.0,Kammanahalli,Bangalore,8000000.0,5,14,Unfurnished,9.74,2.05,2.97,2.53,30.0,28,80
Super built-up  Area,2.0,2.0,2.0,1315.0,Whitefield,Bangalore,6950000.0,13,9,Fully Furnished,9.46,0.77,2.9,2.82,41.18,30,93
Plot  Area,4.0,4.0,2.0,2485.0,Hebbal Kempapura,Bangalore,19800000.0,1,7,Semi-Furnished,7.53,2.73,3.78,5.66,41.03,30,92
Super built-up  Area,3.0,3.0,1.0,1354.0,Tumkur Road,Bangalore,8586000.0,7,13,Unfurnished,11.36,1.66,2.8,1.2,27.2,22,89
Plot  Area,4.0,3.0,1.0,1344.0,Whitefield,Bangalore,13000000.0,12,14,Semi-Furnished,9.69,0.74,2.87,7.33,30.85,18,93
Super built-up  Area,2.0,2.0,1.0,1180.0,Yelahanka,Bangalore,5500000.0,5,3,Fully Furnished,10.85,0.73,0.71,3.05,34.89,26,80
Super built-up  Area,2.0,2.0,2.0,1313.0,Jalahalli,Bangalore,6800000.0,4,4,Semi-Furnished,6.83,2.34,0.79,5.74,31.85,19,87
Super built-up  Area,2.0,2.0,2.0,1100.0,Nehru Nagar,Bangalore,5000000.0,4,7,Unfurnished,8.86,1.99,3.09,2.5,31.16,33,90
Plot  Area,4.0,4.0,1.0,600.0,Nagarbhavi,Bangalore,7800000.0,0,11,Fully Furnished,10.56,4.17,2.89,7.27,33.51,16,85
Built-up  Area,3.0,3.0,0.0,1200.0,Basaveshwara Nagar,Bangalore,19000000.0,8,8,Unfurnished,7.17,1.09,1.05,1.13,28.92,13,82
Plot  Area,6.0,3.0,3.0,625.0,Srinagar,Bangalore,7800000.0,5,6,Unfurnished,10.68,0.62,0.99,4.01,39.83,27,88
Super built-up  Area,2.0,2.0,3.0,890.0,Vishwapriya Layout,Bangalore,3700000.0,19,4,Fully Furnished,9.11,0.77,0.93,5.34,25.2,28,94
Super built-up  Area,2.0,2.0,1.0,1190.0,Reliaable Tranquil Layout,Bangalore,5500000.0,6,12,Semi-Furnished,9.41,1.99,0.93,2.52,25.53,11,86
Built-up  Area,2.0,2.0,0.0,1250.0,Green Glen Layout,Bangalore,7500000.0,8,2,Fully Furnished,11.24,3.23,0.38,1.01,40.91,33,95
Super built-up  Area,3.0,3.0,3.0,1644.0,Hoodi,Bangalore,8051000.000000001,4,10,Unfurnished,4.97,2.75,2.84,9.08,30.21,29,96
Plot  Area,3.0,3.0,2.0,1740.0,Yelahanka New Town,Bangalore,15000000.0,13,8,Unfurnished,7.74,3.06,2.0,8.55,32.54,29,90
Super built-up  Area,3.0,3.0,2.0,1710.0,Jakkur,Bangalore,11000000.0,4,1,Unfurnished,4.36,3.32,0.41,1.44,30.53,19,97
Plot  Area,4.0,4.0,2.0,1000.0,5th Phase JP Nagar,Bangalore,13000000.0,7,9,Fully Furnished,7.06,1.89,2.25,7.84,31.43,15,82
Super built-up  Area,3.0,3.0,2.0,1662.0,Hebbal,Bangalore,15500000.0,6,8,Fully Furnished,6.16,4.59,0.38,3.29,37.83,10,84
Super built-up  Area,2.0,2.0,1.0,1162.0,Virupakshapura,Bangalore,4800000.0,12,3,Fully Furnished,6.3,0.54,2.63,1.29,28.12,13,87
Super built-up  Area,2.0,2.0,3.0,1362.0,Whitefield,Bangalore,8500000.0,12,10,Fully Furnished,3.69,1.31,2.83,5.77,44.47,27,97
Super built-up  Area,1.0,1.0,1.0,540.0,Bhagyalakshmi Avenue,Bangalore,2250000.0,7,4,Semi-Furnished,8.07,3.41,3.03,9.24,38.79,14,84
Super built-up  Area,3.0,3.0,0.0,1533.0,Thanisandra,Bangalore,7588500.000000001,10,10,Unfurnished,9.85,4.88,2.14,2.87,41.05,16,87
Plot  Area,5.0,4.0,1.0,900.0,Masjid e Alkareem,Bangalore,6200000.0,17,4,Semi-Furnished,4.32,1.19,2.88,2.59,40.44,25,95
Plot  Area,4.0,4.0,2.0,1250.0,Sarjapur  Road,Bangalore,13500000.0,18,2,Unfurnished,2.8,3.68,2.85,9.24,31.71,17,80
Super built-up  Area,3.0,2.0,3.0,1410.0,Begur Road,Bangalore,5499000.0,5,12,Unfurnished,4.18,1.61,3.38,2.5,41.11,15,83
Plot  Area,4.0,5.0,3.0,2665.0,Chikka Tirupathi,Bangalore,12500000.0,1,11,Semi-Furnished,9.43,1.4,2.8,1.09,25.92,25,96
Built-up  Area,2.0,2.0,0.0,970.0,Singapura Village,Bangalore,4500000.0,12,10,Fully Furnished,2.17,1.87,0.35,8.72,41.27,12,87
Built-up  Area,6.0,6.0,3.0,1799.0,Kavika Layout,Bangalore,10100000.0,10,5,Unfurnished,7.99,1.26,1.04,1.41,27.18,19,82
Plot  Area,6.0,6.0,1.0,1500.0,8th Block Jayanagar,Bangalore,30000000.0,0,13,Fully Furnished,10.11,2.86,1.54,3.57,31.86,10,93
Plot  Area,4.0,4.0,3.0,1200.0,Uttarahalli,Bangalore,15500000.0,1,12,Semi-Furnished,9.92,4.76,0.9,3.31,37.46,22,92
Super built-up  Area,3.0,3.0,2.0,1810.0,Haralur Road,Bangalore,9783000.0,16,3,Unfurnished,11.87,4.65,3.04,6.86,38.44,24,96
Super built-up  Area,2.0,2.0,1.0,1084.0,Sathya Layout,Bangalore,5100000.0,7,12,Fully Furnished,9.79,2.91,1.25,3.09,30.64,24,88
Super built-up  Area,3.0,3.0,2.0,1500.0,Doddabanahalli,Bangalore,8500000.0,1,11,Semi-Furnished,2.92,3.83,2.19,4.32,33.95,14,82
Super built-up  Area,3.0,2.0,1.0,1328.0,Uttarahalli,Bangalore,5600000.0,5,1,Unfurnished,5.14,1.39,1.36,7.43,35.05,31,85
Built-up  Area,3.0,2.0,2.0,1485.0,Marathahalli,Bangalore,9000000.0,4,2,Semi-Furnished,3.78,3.0,2.78,5.47,44.21,29,87
Super built-up  Area,3.0,2.0,2.0,1500.0,Pai Layout,Bangalore,5800000.0,15,11,Fully Furnished,5.45,3.99,2.77,6.97,35.59,18,97
Super built-up  Area,2.0,2.0,2.0,1100.0,R.T. Nagar,Bangalore,8500000.0,7,12,Unfurnished,8.19,1.95,3.9,2.51,32.75,12,95
Super built-up  Area,3.0,2.0,2.0,1360.0,Seetharampalya,Bangalore,7300000.0,18,7,Unfurnished,4.54,1.44,2.53,9.54,38.25,31,84
Super built-up  Area,2.0,2.0,1.0,900.0,1st Phase JP Nagar,Bangalore,7500000.0,15,1,Unfurnished,2.85,1.81,3.35,5.72,38.91,27,89
Plot  Area,3.0,3.0,3.0,600.0,SMV layout,Bangalore,8600000.0,12,12,Semi-Furnished,9.0,1.74,2.96,1.12,38.87,16,83
Super built-up  Area,2.0,2.0,1.0,1031.0,Electronic City Phase II,Bangalore,5448000.0,19,13,Semi-Furnished,2.73,1.72,0.24,4.3,38.68,19,97
Super built-up  Area,2.0,2.0,0.0,955.0,Whitefield,Bangalore,3819000.0,6,13,Semi-Furnished,11.45,0.79,1.24,7.65,42.49,31,93
Super built-up  Area,2.0,2.0,2.0,1040.0,Uttarahalli,Bangalore,3640000.0,15,2,Semi-Furnished,8.0,2.74,0.4,4.23,26.42,25,88
Built-up  Area,7.0,6.0,1.0,2800.0,KR Puram,Bangalore,11000000.0,15,14,Fully Furnished,9.53,1.22,0.31,5.18,40.57,34,85
Super built-up  Area,3.0,2.0,1.0,1404.0,Kothannur,Bangalore,5615000.0,11,10,Semi-Furnished,10.15,4.55,2.44,2.55,40.76,28,90
Super built-up  Area,2.0,3.0,1.0,1267.0,Yelahanka,Bangalore,7800000.0,13,7,Semi-Furnished,8.25,4.11,0.92,3.19,39.73,26,95
Super built-up  Area,3.0,2.0,3.0,1510.0,Bannerghatta Road,Bangalore,11000000.0,17,1,Semi-Furnished,8.87,4.6,2.48,1.27,39.62,11,87
Super built-up  Area,2.0,2.0,1.0,900.0,Kanakpura Road,Bangalore,4200000.0,17,7,Fully Furnished,9.8,4.43,1.62,5.81,37.01,34,84
Super built-up  Area,3.0,2.0,2.0,1457.0,Whitefield,Bangalore,10500000.0,15,13,Fully Furnished,6.27,2.11,3.75,6.24,27.88,32,97
Super built-up  Area,4.0,4.0,2.0,3596.0,Iblur Village,Bangalore,26800000.0,19,8,Unfurnished,1.53,3.98,0.94,2.16,37.75,17,90
Super built-up  Area,3.0,3.0,2.0,1408.0,8th Phase JP Nagar,Bangalore,8000000.0,15,11,Semi-Furnished,11.65,2.74,2.12,4.07,33.7,24,86
Built-up  Area,2.0,2.0,2.0,1005.0,Dodda Nekkundi,Bangalore,4500000.0,12,13,Unfurnished,4.05,1.65,1.97,5.18,31.83,22,90
Plot  Area,6.0,4.0,2.0,30400.0,Dodsworth Layout,Bangalore,182400000.0,8,14,Unfurnished,3.07,2.13,1.25,9.86,27.1,23,92
Built-up  Area,2.0,1.0,1.0,545.0,Electronic City Phase II,Bangalore,2800000.0,8,2,Fully Furnished,11.15,3.07,1.64,4.71,27.91,14,88
Built-up  Area,2.0,2.0,1.0,1182.0,"Sarjapur Road, ",Bangalore,6400000.0,12,4,Fully Furnished,7.18,4.3,0.41,3.68,44.26,29,84
Super built-up  Area,3.0,3.0,0.0,2038.5,Talaghattapura,Bangalore,12200000.0,3,7,Unfurnished,4.39,0.55,0.36,5.82,43.89,23,88
Built-up  Area,2.0,2.0,0.0,1367.0,Sarjapur  Road,Bangalore,8000000.0,8,1,Unfurnished,11.28,2.48,0.44,6.83,30.21,24,82
Plot  Area,5.0,4.0,2.0,1200.0,BTM 1st Stage,Bangalore,20000000.0,14,6,Semi-Furnished,10.48,0.53,2.7,5.45,42.89,31,81
Built-up  Area,5.0,4.0,3.0,1100.0,Judicial Layout,Bangalore,19900000.0,13,5,Fully Furnished,6.29,1.79,0.61,4.87,32.58,32,84
Built-up  Area,3.0,3.0,2.0,1565.0,Sarjapur  Road,Bangalore,7800000.0,18,11,Fully Furnished,11.54,2.34,1.76,6.22,29.08,33,96
Super built-up  Area,3.0,3.0,2.0,1720.0,Whitefield,Bangalore,12800000.0,11,6,Unfurnished,2.48,2.6,2.05,5.87,29.61,19,85
Built-up  Area,2.0,2.0,3.0,1107.0,Doddathoguru,Bangalore,4400000.0,5,8,Fully Furnished,11.34,3.83,1.94,3.84,44.27,14,96
Super built-up  Area,2.0,2.0,1.0,1360.0,Yelahanka,Bangalore,7819000.0,2,11,Unfurnished,6.33,3.79,0.32,4.85,44.85,23,85
Super built-up  Area,2.0,1.0,1.0,625.0,Anekal,Bangalore,2500000.0,19,11,Unfurnished,6.35,1.9,1.49,4.05,43.85,15,81
Super built-up  Area,2.0,2.0,2.0,1701.0,Jalahalli,Bangalore,14500000.0,15,1,Fully Furnished,6.26,2.15,3.88,5.11,42.82,16,92
Plot  Area,3.0,1.0,0.0,1350.0,Agrahara Dasarahalli,Bangalore,12000000.0,19,3,Semi-Furnished,6.02,1.67,2.37,8.62,43.05,19,83
Super built-up  Area,2.0,2.0,1.0,1016.0,Hosa Road,Bangalore,3995000.0000000005,16,11,Fully Furnished,7.14,2.26,1.59,5.61,40.6,14,96
Super built-up  Area,3.0,3.0,1.0,1500.0,KEB Colony,Bangalore,9000000.0,15,13,Unfurnished,11.95,2.03,2.84,4.31,32.94,19,93
Built-up  Area,2.0,2.0,1.0,900.0,Akshaya Nagar,Bangalore,4500000.0,5,9,Unfurnished,1.65,3.49,1.43,9.09,43.23,18,89
Super built-up  Area,3.0,3.0,1.0,1500.0,Sanjay nagar,Bangalore,15000000.0,7,12,Semi-Furnished,6.75,1.09,3.13,3.88,32.18,34,91
Super built-up  Area,3.0,2.0,1.0,2292.0,Chikku Lakshmaiah Layout,Bangalore,28500000.0,18,8,Unfurnished,4.48,0.63,1.87,5.99,36.33,21,94
Carpet  Area,3.0,3.0,1.0,1280.0,Kereguddadahalli,Bangalore,4200000.0,1,4,Semi-Furnished,3.3,0.59,3.16,5.43,30.41,29,91
Plot  Area,4.0,4.0,2.0,1750.0,Sri Balaji Krupa Layout,Bangalore,26300000.0,13,11,Fully Furnished,11.21,4.84,3.13,9.41,31.43,14,81
Super built-up  Area,3.0,2.0,1.0,1500.0,Electronic City,Bangalore,7000000.0,11,14,Semi-Furnished,5.54,1.61,1.47,4.17,26.49,25,80
Super built-up  Area,2.0,2.0,2.0,1245.0,Gottigere,Bangalore,5900000.0,16,10,Unfurnished,7.24,3.79,1.61,7.33,40.91,10,93
Super built-up  Area,2.0,2.0,1.0,1025.0,Yelahanka,Bangalore,4400000.0,14,9,Unfurnished,11.27,3.74,2.04,6.76,41.77,19,84
Super built-up  Area,3.0,3.0,2.0,1945.0,Hennur Gardens,Bangalore,13500000.0,17,7,Semi-Furnished,6.53,4.26,2.47,1.02,31.12,26,92
Super built-up  Area,3.0,3.0,3.0,1640.0,Rajaji Nagar,Bangalore,24500000.0,15,2,Fully Furnished,4.53,2.25,3.84,7.44,28.46,10,81
Built-up  Area,3.0,2.0,2.0,1348.0,Hegde Nagar,Bangalore,8050000.0,12,1,Semi-Furnished,2.52,3.42,2.75,6.5,41.16,16,86
Super built-up  Area,2.0,2.0,2.0,1100.0,Tindlu,Bangalore,5500000.0,16,1,Unfurnished,7.78,2.13,1.38,4.47,39.72,33,93
Super built-up  Area,3.0,3.0,3.0,1616.0,Kammasandra,Bangalore,4000000.0,7,13,Fully Furnished,11.07,1.56,2.81,8.69,31.72,21,95
Super built-up  Area,3.0,3.0,3.0,1855.0,Yeshwanthpur,Bangalore,13500000.0,0,3,Semi-Furnished,2.35,4.94,0.87,2.7,39.81,34,84
Super built-up  Area,2.0,2.0,2.0,1255.0,Hennur,Bangalore,5650000.0,2,13,Semi-Furnished,6.18,4.56,2.18,8.49,41.92,25,86
Plot  Area,5.0,4.0,1.0,2040.0,HAL 2nd Stage,Bangalore,50000000.0,15,14,Semi-Furnished,8.48,2.59,2.11,9.96,44.78,19,81
Plot  Area,4.0,4.0,1.0,2400.0,5th Phase JP Nagar,Bangalore,22800000.0,1,10,Unfurnished,2.56,3.24,0.7,5.01,43.97,25,87
Super built-up  Area,2.0,2.0,2.0,1195.0,Kothanur,Bangalore,5900000.0,14,2,Unfurnished,2.33,4.86,2.16,5.07,29.04,26,89
Super built-up  Area,2.0,2.0,1.0,1022.0,Bannerghatta Road,Bangalore,3500000.0,0,4,Unfurnished,3.65,2.04,2.92,8.45,39.68,34,89
Plot  Area,6.0,6.0,0.0,760.0,Hegde Nagar,Bangalore,9800000.0,8,14,Fully Furnished,2.88,4.28,2.08,6.05,25.01,24,88
Super built-up  Area,2.0,2.0,2.0,1264.0,Dodda Nekkundi,Bangalore,5200000.0,15,14,Fully Furnished,5.47,2.28,1.72,4.54,43.52,17,89
Super built-up  Area,3.0,3.0,2.0,1650.0,Chamrajpet,Bangalore,11500000.0,3,8,Fully Furnished,5.81,4.43,2.71,4.72,37.22,26,95
Super built-up  Area,2.0,2.0,1.0,1020.0,Abbigere,Bangalore,4079999.9999999995,11,5,Unfurnished,6.25,2.69,2.07,1.8,42.69,28,87
Built-up  Area,2.0,2.0,1.0,950.0,Bommasandra,Bangalore,2500000.0,0,5,Fully Furnished,6.66,2.9,1.48,5.62,40.39,12,90
Super built-up  Area,4.0,5.0,3.0,2710.0,Shantiniketan Layout,Bangalore,14200000.0,0,6,Fully Furnished,2.11,3.9,1.89,2.81,36.41,24,88
Super built-up  Area,3.0,3.0,1.0,1936.0,Hennur Road,Bangalore,13100000.0,6,13,Semi-Furnished,8.46,4.47,0.5,7.3,43.8,14,84
Super built-up  Area,2.0,2.0,2.0,1075.0,Ramanashree Enclave,Bangalore,5800000.0,17,12,Unfurnished,9.2,1.69,3.29,8.14,43.39,30,92
Super built-up  Area,2.0,2.0,1.0,1223.0,Hosur Road,Bangalore,9300000.0,14,5,Semi-Furnished,2.94,3.88,1.5,5.24,34.24,12,93
Plot  Area,3.0,3.0,1.0,1500.0,Whitefield,Bangalore,6190000.0,12,5,Unfurnished,3.88,4.77,2.55,3.96,34.44,17,90
Built-up  Area,2.0,2.0,2.0,1050.0,Hennur,Bangalore,4273000.0,15,14,Unfurnished,4.45,0.6,2.31,6.44,35.98,33,97
Super built-up  Area,3.0,3.0,2.0,2100.0,7th Phase JP Nagar,Bangalore,19000000.0,6,7,Fully Furnished,5.87,1.21,0.91,1.08,26.19,10,93
Built-up  Area,3.0,2.0,1.0,1650.0,Uttarahalli,Bangalore,13000000.0,15,6,Semi-Furnished,5.72,2.1,1.54,6.2,40.02,34,91
Super built-up  Area,2.0,2.0,1.0,1495.0,Whitefield,Bangalore,7800000.0,12,13,Semi-Furnished,3.66,4.04,3.87,7.18,42.19,31,84
Super built-up  Area,3.0,3.0,2.0,1605.0,Koramangala,Bangalore,26000000.0,13,13,Fully Furnished,2.27,3.13,3.0,3.16,32.99,22,94
Super built-up  Area,2.0,2.0,2.0,1270.0,Whitefield,Bangalore,5200000.0,16,14,Semi-Furnished,4.55,4.65,1.76,8.06,30.79,34,91
Super built-up  Area,2.0,2.0,3.0,1081.0,Kumaraswami Layout,Bangalore,6000000.0,11,10,Semi-Furnished,9.68,2.58,3.6,6.73,35.29,28,94
Super built-up  Area,3.0,2.0,0.0,1600.0,Koramangala,Bangalore,14000000.0,19,11,Unfurnished,2.11,2.75,2.43,5.13,32.36,14,92
Super built-up  Area,3.0,3.0,1.0,1596.0,Kanakpura Road,Bangalore,11800000.0,12,2,Semi-Furnished,5.34,3.02,3.42,1.28,41.28,12,97
Plot  Area,6.0,6.0,2.0,600.0,Vasanthpura,Bangalore,6500000.0,19,13,Semi-Furnished,3.52,4.58,2.2,1.26,44.88,28,80
Super built-up  Area,3.0,3.0,1.0,1557.0,Horamavu Agara,Bangalore,7000000.0,14,1,Unfurnished,8.98,0.77,3.74,1.67,38.04,21,96
Built-up  Area,3.0,3.0,3.0,1410.0,Devi Nagar,Bangalore,6800000.0,3,1,Fully Furnished,4.98,2.8,3.38,6.37,38.63,27,94
Super built-up  Area,3.0,4.0,1.0,1984.0,Sarjapur  Road,Bangalore,14800000.0,1,4,Unfurnished,5.67,2.19,0.5,6.56,25.7,33,96
Super built-up  Area,2.0,2.0,3.0,1196.0,Kadugodi,Bangalore,6000000.0,17,2,Fully Furnished,11.13,1.88,2.8,6.65,26.05,32,80
Super built-up  Area,4.0,3.0,2.0,2259.0,Thanisandra,Bangalore,11200000.0,1,6,Fully Furnished,7.92,3.72,1.89,1.25,35.22,13,94
Super built-up  Area,3.0,3.0,2.0,1720.0,Kenchenahalli,Bangalore,10000000.0,14,12,Unfurnished,10.15,2.02,0.77,6.82,40.65,20,88
Plot  Area,4.0,5.0,2.0,600.0,8th Phase JP Nagar,Bangalore,9900000.0,18,12,Unfurnished,8.69,0.61,3.24,4.42,41.39,11,80
Super built-up  Area,3.0,2.0,1.0,1310.0,Electronic City Phase II,Bangalore,3783000.0,14,9,Fully Furnished,11.58,1.46,2.06,6.46,40.05,31,87
Built-up  Area,2.0,2.0,1.0,1140.0,7th Phase JP Nagar,Bangalore,5700000.0,19,10,Unfurnished,7.5,1.81,0.97,8.45,43.08,32,90
Super built-up  Area,3.0,3.0,2.0,1600.0,Cooke Town,Bangalore,26000000.0,9,11,Unfurnished,4.12,1.32,1.43,1.23,28.02,33,97
Super built-up  Area,3.0,3.0,2.0,1790.0,Kothanur,Bangalore,12000000.0,19,14,Semi-Furnished,8.79,3.94,0.84,8.68,29.04,14,97
Super built-up  Area,2.0,2.0,0.0,1335.0,Harlur,Bangalore,7276000.000000001,10,10,Unfurnished,10.11,3.23,2.53,4.31,34.24,13,87
Super built-up  Area,3.0,3.0,2.0,1674.0,Nehru Nagar,Bangalore,8100000.0,9,8,Unfurnished,11.66,3.61,2.61,6.16,32.71,10,89
Plot  Area,5.0,2.0,1.0,1200.0,CV Raman Nagar,Bangalore,10000000.0,4,4,Semi-Furnished,7.99,2.94,1.32,7.95,34.56,10,93
Super built-up  Area,3.0,3.0,2.0,1786.0,Kenchenhalli,Bangalore,7998999.999999999,8,13,Fully Furnished,10.13,3.57,1.25,7.43,34.05,28,91
Plot  Area,4.0,3.0,2.0,770.0,Vidyaranyapura,Bangalore,6525000.0,19,12,Fully Furnished,8.96,3.72,0.62,1.14,32.03,22,94
Super built-up  Area,2.0,2.0,1.0,1035.0,Sarjapur  Road,Bangalore,4700000.0,18,2,Unfurnished,9.64,3.92,3.91,5.08,29.1,30,93
Super built-up  Area,2.0,2.0,1.0,1334.0,Margondanahalli,Bangalore,6776000.000000001,12,1,Unfurnished,7.78,4.0,1.39,8.26,38.95,12,84
Plot  Area,10.0,13.0,2.0,7150.0,Defence Colony,Bangalore,360000000.0,17,7,Fully Furnished,4.56,1.74,2.48,2.88,35.25,28,95
Super built-up  Area,3.0,3.0,1.0,1365.0,Bommasandra,Bangalore,5396000.0,16,10,Unfurnished,2.42,1.58,0.92,9.17,42.08,15,85
Super built-up  Area,3.0,2.0,3.0,1369.0,BCMC Layout,Bangalore,7200000.0,5,3,Fully Furnished,9.06,3.75,2.94,5.2,43.61,11,86
Super built-up  Area,2.0,2.0,2.0,1240.0,Whitefield,Bangalore,4100000.0,9,14,Fully Furnished,10.21,4.92,2.71,8.38,30.21,12,96
Plot  Area,4.0,3.0,2.0,600.0,Nagarbhavi,Bangalore,10000000.0,1,6,Semi-Furnished,9.6,3.76,0.67,8.69,31.41,27,92
Super built-up  Area,2.0,2.0,1.0,1418.0,Gollahalli,Bangalore,6200000.0,5,5,Semi-Furnished,1.92,2.78,0.27,2.86,41.64,12,83
Built-up  Area,3.0,3.0,2.0,2250.0,Hebbal,Bangalore,21900000.0,12,5,Unfurnished,2.08,1.87,0.28,9.49,34.5,16,92
Super built-up  Area,2.0,1.0,1.0,500.0,Shivaji Nagar,Bangalore,2000000.0,17,12,Unfurnished,2.58,1.09,1.3,7.84,29.27,31,92
Super built-up  Area,2.0,2.0,2.0,1020.0,KR Puram,Bangalore,3900000.0,6,2,Fully Furnished,10.16,3.12,1.76,4.75,35.85,18,85
Built-up  Area,2.0,2.0,2.0,1290.0,Yelahanka New Town,Bangalore,7000000.0,1,14,Unfurnished,7.91,0.87,4.0,8.51,40.78,16,82
Plot  Area,3.0,3.0,2.0,1500.0,Attibele,Bangalore,9000000.0,13,9,Semi-Furnished,7.69,4.67,3.85,1.99,43.77,17,91
Super built-up  Area,3.0,3.0,3.0,1290.0,Billekahalli,Bangalore,6200000.0,4,11,Fully Furnished,3.74,0.79,0.8,1.68,29.86,16,86
Super built-up  Area,3.0,3.0,2.0,1881.0,Jalahalli,Bangalore,11500000.0,17,4,Fully Furnished,2.3,1.1,2.69,8.15,42.58,29,91
Super built-up  Area,2.0,2.0,2.0,943.0,Jigani,Bangalore,4950000.0,10,10,Unfurnished,9.86,3.92,1.07,3.52,43.34,24,94
Built-up  Area,2.0,2.0,1.0,1140.0,Electronic City,Bangalore,3293000.0,9,1,Fully Furnished,10.2,4.5,0.3,8.89,30.35,15,87
Super built-up  Area,2.0,2.0,2.0,1035.0,Nayandanahalli,Bangalore,6000000.0,10,2,Fully Furnished,4.14,1.32,2.61,1.47,37.76,22,85
Plot  Area,3.0,3.0,1.0,1500.0,Whitefield,Bangalore,7100000.0,1,9,Fully Furnished,10.17,0.74,0.88,2.5,38.99,30,96
Super built-up  Area,5.0,7.0,2.0,5665.84,Sindhi Colony,Bangalore,98800000.0,14,7,Semi-Furnished,4.79,1.11,1.38,7.76,26.9,17,84
Super built-up  Area,2.0,2.0,1.0,1232.0,Nanjappa Layout,Bangalore,9428000.0,6,10,Fully Furnished,10.03,3.71,1.13,9.06,33.57,25,96
Super built-up  Area,3.0,2.0,2.0,1290.0,Uttarahalli,Bangalore,5612000.0,8,2,Semi-Furnished,2.22,4.5,1.0,6.84,44.6,21,93
Super built-up  Area,4.0,4.0,2.0,2610.0,Malleshwaram,Bangalore,30600000.0,4,7,Fully Furnished,5.12,3.72,0.32,9.44,30.95,31,84
Super built-up  Area,3.0,3.0,2.0,1576.0,Anandapura,Bangalore,5870000.0,6,14,Unfurnished,9.59,2.15,3.13,5.02,30.23,17,82
Super built-up  Area,2.0,2.0,1.0,980.0,Chinnapanahalli,Bangalore,4100000.0,19,4,Unfurnished,4.53,3.22,1.18,8.34,34.4,34,90
Super built-up  Area,4.0,6.0,1.0,4000.0,Hebbal,Bangalore,44000000.0,1,10,Fully Furnished,1.92,2.79,3.92,3.29,36.36,17,85
Super built-up  Area,2.0,2.0,2.0,1181.0,Hoodi,Bangalore,5500000.0,2,2,Unfurnished,3.08,2.84,3.96,9.83,31.61,24,82
Super built-up  Area,4.0,6.0,1.0,6652.0,Sathya Sai Layout,Bangalore,66000000.0,1,12,Semi-Furnished,11.6,4.22,3.51,4.15,25.4,10,85
Super built-up  Area,2.0,2.0,2.0,1307.0,Maragondanahalli,Bangalore,5900000.0,18,4,Fully Furnished,7.8,4.8,3.63,9.38,31.81,14,97
Super built-up  Area,3.0,2.0,2.0,1215.0,Roopena Agrahara,Bangalore,4986000.0,3,5,Semi-Furnished,3.36,4.49,0.36,3.05,39.21,20,83
Super built-up  Area,2.0,2.0,3.0,1180.0,Sanjay nagar,Bangalore,8000000.0,19,13,Fully Furnished,8.3,3.91,2.81,1.83,30.24,24,93
Built-up  Area,1.0,1.0,1.0,600.0,Amruthahalli,Bangalore,5500000.0,6,14,Semi-Furnished,8.04,2.56,0.59,4.27,34.97,21,88
Super built-up  Area,2.0,2.0,2.0,1025.0,Kanakapur main road,Bangalore,4304000.0,6,4,Unfurnished,5.78,1.57,1.86,1.09,38.47,27,93
Super built-up  Area,3.0,3.0,2.0,1910.0,Ramagondanahalli,Bangalore,13100000.0,16,3,Semi-Furnished,8.5,2.19,1.96,1.38,25.99,13,87
Super built-up  Area,2.0,2.0,2.0,1200.0,Gottigere,Bangalore,5000000.0,18,6,Semi-Furnished,2.67,4.39,0.36,9.39,42.56,13,86
Built-up  Area,4.0,4.0,3.0,2920.0,Church Street,Bangalore,53600000.0,15,1,Unfurnished,4.87,0.53,1.68,9.53,25.41,22,85
Super built-up  Area,2.0,2.0,1.0,1175.0,Electronics City Phase 1,Bangalore,6000000.0,2,8,Unfurnished,1.89,1.95,1.27,1.11,33.95,27,84
